Group,ID,List,Target,RT,RT_log,Critical_Filler,Word_Nonword,Relation_type,Branching,accuracy
L2,L2_05,F,unsharpness,1012,6.9197,Critical,Word,Unrelated,Left,correct
L2,L2_05,F,unbreakable,977,6.8845,Critical,Word,Unrelated,Right,correct
L2,L2_05,F,unresentful,1592,7.3727,Critical,Word,Constituent,Right,incorrect
L2,L2_05,F,untruthful,854,6.7499,Critical,Word,Unrelated,Right,correct
L2,L2_05,F,unkindness,894,6.7957,Critical,Word,Constituent,Left,correct
L2,L2_05,F,untouchable,748,6.6174,Critical,Word,Unrelated,Right,correct
L2,L2_05,F,readjustable,952,6.8586,Critical,Word,NonConstituent,Left,correct
L2,L2_05,F,unreadable,683,6.5265,Critical,Word,Constituent,Right,correct
L2,L2_05,F,rehydratable,1404,7.2471,Critical,Word,Unrelated,Left,correct
L2,L2_05,F,unthankful,682,6.525,Critical,Word,Constituent,Right,correct
L2,L2_05,F,unholiness,889,6.7901,Critical,Word,Unrelated,Left,correct
L2,L2_05,F,resealable,1005,6.9127,Critical,Word,NonConstituent,Left,correct
L2,L2_05,F,unclearness,1004,6.9117,Critical,Word,Unrelated,Left,correct
L2,L2_05,F,uneventful,736,6.6012,Critical,Word,Constituent,Right,correct
L2,L2_05,F,reobtainable,1285,7.1585,Critical,Word,Constituent,Left,correct
L2,L2_05,F,unwariness,1161,7.057,Critical,Word,Constituent,Left,incorrect
L2,L2_06,A,readjustable,1077,6.9819,Critical,Word,Unrelated,Left,correct
L2,L2_06,A,untruthful,1100,7.0031,Critical,Word,Constituent,Right,correct
L2,L2_06,A,unclearness,796,6.6796,Critical,Word,Constituent,Left,correct
L2,L2_06,A,unawareness,771,6.6477,Critical,Word,Unrelated,Left,correct
L2,L2_06,A,untouchable,672,6.5103,Critical,Word,Constituent,Right,correct
L2,L2_06,A,unholiness,1175,7.069,Critical,Word,Constituent,Left,correct
L2,L2_06,A,ungraceful,726,6.5876,Critical,Word,Constituent,Right,correct
L2,L2_06,A,unresentful,1210,7.0984,Critical,Word,Unrelated,Right,correct
L2,L2_06,A,uneventful,894,6.7957,Critical,Word,Unrelated,Right,correct
L2,L2_06,A,unavoidable,676,6.5162,Critical,Word,Unrelated,Right,correct
L2,L2_06,A,reclosable,1074,6.9791,Critical,Word,NonConstituent,Left,incorrect
L2,L2_06,A,undeniable,895,6.7968,Critical,Word,Unrelated,Right,correct
L2,L2_06,A,unbreakable,779,6.658,Critical,Word,Constituent,Right,correct
L2,L2_06,A,unthankful,763,6.6373,Critical,Word,Unrelated,Right,correct
L2,L2_06,A,unskillful,921,6.8255,Critical,Word,Constituent,Right,correct
L2,L2_06,A,reobtainable,1093,6.9967,Critical,Word,NonConstituent,Left,correct
L2,L2_06,A,unripeness,956,6.8628,Critical,Word,Unrelated,Left,incorrect
L2,L2_06,A,resealable,997,6.9048,Critical,Word,Unrelated,Left,correct
L2,L2_06,A,unmovable,670,6.5073,Critical,Word,Constituent,Right,correct
L2,L2_06,A,unhappiness,654,6.4831,Critical,Word,Unrelated,Left,correct
L2,L2_06,A,unreadable,587,6.375,Critical,Word,Unrelated,Right,correct
L2,L2_06,A,rehydratable,927,6.832,Critical,Word,Constituent,Left,correct
L2,L2_06,A,uncleverness,1265,7.1428,Critical,Word,NonConstituent,Left,correct
L2,L2_06,A,unkindness,629,6.4441,Critical,Word,NonConstituent,Left,correct
L2,L2_06,A,unwariness,1115,7.0166,Critical,Word,NonConstituent,Left,correct
L2,L2_06,A,reusable,605,6.4052,Critical,Word,NonConstituent,Left,correct
L2,L2_06,A,recomputable,1067,6.9726,Critical,Word,Unrelated,Left,correct
L2,L2_06,A,resellable,891,6.7923,Critical,Word,Constituent,Left,correct
L2,L2_06,A,unsharpness,1213,7.1009,Critical,Word,Constituent,Left,correct
L2,L2_06,A,reattachable,839,6.7322,Critical,Word,Constituent,Left,correct
L2,L2_07,B,unclearness,730,6.593,Critical,Word,NonConstituent,Left,correct
L2,L2_07,B,rehydratable,806,6.6921,Critical,Word,NonConstituent,Left,correct
L2,L2_07,B,untouchable,1034,6.9412,Critical,Word,Constituent,Right,correct
L2,L2_07,B,unholiness,1279,7.1538,Critical,Word,NonConstituent,Left,correct
L2,L2_07,B,resealable,1245,7.1269,Critical,Word,Constituent,Left,correct
L2,L2_07,B,reobtainable,1615,7.3871,Critical,Word,Unrelated,Left,correct
L2,L2_07,B,unhappiness,731,6.5944,Critical,Word,Constituent,Left,correct
L2,L2_07,B,unbreakable,563,6.3333,Critical,Word,Constituent,Right,correct
L2,L2_07,B,undeniable,781,6.6606,Critical,Word,Unrelated,Right,correct
L2,L2_07,B,resellable,922,6.8265,Critical,Word,NonConstituent,Left,correct
L2,L2_07,B,unskillful,1061,6.967,Critical,Word,Constituent,Right,incorrect
L2,L2_07,B,reattachable,1295,7.1663,Critical,Word,NonConstituent,Left,correct
L2,L2_07,B,recomputable,842,6.7358,Critical,Word,Constituent,Left,correct
L2,L2_07,B,unthankful,885,6.7856,Critical,Word,Unrelated,Right,correct
L2,L2_07,B,unresentful,769,6.6451,Critical,Word,Unrelated,Right,correct
L2,L2_07,B,unsharpness,575,6.3544,Critical,Word,NonConstituent,Left,correct
L2,L2_07,B,uncleverness,590,6.3801,Critical,Word,Unrelated,Left,correct
L2,L2_07,B,unawareness,689,6.5352,Critical,Word,Constituent,Left,correct
L2,L2_07,B,untruthful,560,6.3279,Critical,Word,Constituent,Right,correct
L2,L2_07,B,unwariness,599,6.3953,Critical,Word,Unrelated,Left,correct
L2,L2_07,B,unmovable,542,6.2953,Critical,Word,Constituent,Right,correct
L2,L2_07,B,uneventful,727,6.5889,Critical,Word,Unrelated,Right,correct
L2,L2_07,B,unavoidable,684,6.528,Critical,Word,Unrelated,Right,correct
L2,L2_07,B,unkindness,624,6.4362,Critical,Word,Unrelated,Left,correct
L2,L2_07,B,unripeness,622,6.4329,Critical,Word,Constituent,Left,correct
L2,L2_07,B,reusable,896,6.7979,Critical,Word,Unrelated,Left,incorrect
L2,L2_07,B,reclosable,875,6.7742000000000004,Critical,Word,Unrelated,Left,incorrect
L2,L2_07,B,unreadable,628,6.4425,Critical,Word,Unrelated,Right,correct
L2,L2_07,B,ungraceful,720,6.5793,Critical,Word,Constituent,Right,correct
L2,L2_07,B,readjustable,706,6.5596,Critical,Word,Constituent,Left,correct
L2,L2_08,C,unhappiness,873,6.7719,Critical,Word,NonConstituent,Left,correct
L2,L2_08,C,undeniable,913,6.8167,Critical,Word,Unrelated,Right,correct
L2,L2_08,C,unresentful,0,NA,Critical,Word,Unrelated,Right,incorrect
L2,L2_08,C,unmovable,1007,6.9147,Critical,Word,Constituent,Right,correct
L2,L2_08,C,unbreakable,1252,7.1325,Critical,Word,Constituent,Right,correct
L2,L2_08,C,resellable,1145,7.0432,Critical,Word,Unrelated,Left,incorrect
L2,L2_08,C,untouchable,975,6.8824,Critical,Word,Constituent,Right,correct
L2,L2_08,C,readjustable,1435,7.2689,Critical,Word,NonConstituent,Left,incorrect
L2,L2_08,C,unreadable,1146,7.044,Critical,Word,Unrelated,Right,incorrect
L2,L2_08,C,reobtainable,811,6.6983,Critical,Word,Constituent,Left,incorrect
L2,L2_08,C,unclearness,1737,7.4599,Critical,Word,Unrelated,Left,correct
L2,L2_08,C,uneventful,1001,6.9088,Critical,Word,Unrelated,Right,incorrect
L2,L2_08,C,resealable,1255,7.1349,Critical,Word,NonConstituent,Left,incorrect
L2,L2_08,C,unkindness,746,6.6147,Critical,Word,Constituent,Left,correct
L2,L2_08,C,unsharpness,757,6.6294,Critical,Word,Unrelated,Left,incorrect
L2,L2_08,C,ungraceful,1251,7.1317,Critical,Word,Constituent,Right,correct
L2,L2_08,C,reattachable,916,6.82,Critical,Word,Unrelated,Left,incorrect
L2,L2_08,C,unawareness,762,6.6359,Critical,Word,NonConstituent,Left,correct
L2,L2_08,C,uncleverness,879,6.7788,Critical,Word,Constituent,Left,correct
L2,L2_08,C,recomputable,1020,6.9276,Critical,Word,NonConstituent,Left,incorrect
L2,L2_08,C,unskillful,756,6.628,Critical,Word,Constituent,Right,correct
L2,L2_08,C,untruthful,982,6.8896,Critical,Word,Constituent,Right,correct
L2,L2_08,C,rehydratable,595,6.3886,Critical,Word,Unrelated,Left,incorrect
L2,L2_08,C,unthankful,1150,7.0475,Critical,Word,Unrelated,Right,correct
L2,L2_08,C,unavoidable,687,6.5323,Critical,Word,Unrelated,Right,correct
L2,L2_08,C,reclosable,1097,7.0003,Critical,Word,Constituent,Left,incorrect
L2,L2_08,C,unholiness,866,6.7639,Critical,Word,Unrelated,Left,incorrect
L2,L2_08,C,reusable,942,6.848,Critical,Word,Constituent,Left,correct
L2,L2_08,C,unripeness,930,6.8352,Critical,Word,NonConstituent,Left,incorrect
L2,L2_08,C,unwariness,1023,6.9305,Critical,Word,Constituent,Left,incorrect
L2,L2_10,E,unthankful,1091,6.9948,Critical,Word,Constituent,Right,correct
L2,L2_10,E,untouchable,889,6.7901,Critical,Word,Unrelated,Right,correct
L2,L2_10,E,unripeness,1153,7.0501,Critical,Word,Constituent,Left,correct
L2,L2_10,E,unawareness,909,6.8123,Critical,Word,Constituent,Left,correct
L2,L2_10,E,recomputable,932,6.8373,Critical,Word,Constituent,Left,incorrect
L2,L2_10,E,unkindness,1135,7.0344,Critical,Word,Unrelated,Left,correct
L2,L2_10,E,resellable,1001,6.9088,Critical,Word,NonConstituent,Left,incorrect
L2,L2_10,E,uneventful,941,6.8469,Critical,Word,Constituent,Right,correct
L2,L2_10,E,untruthful,815,6.7032,Critical,Word,Unrelated,Right,correct
L2,L2_10,E,unbreakable,1654,7.411,Critical,Word,Unrelated,Right,correct
L2,L2_10,E,unwariness,778,6.6567,Critical,Word,Unrelated,Left,incorrect
L2,L2_10,E,unhappiness,802,6.6871,Critical,Word,Constituent,Left,correct
L2,L2_10,E,unmovable,926,6.8309,Critical,Word,Unrelated,Right,correct
L2,L2_10,E,reclosable,1031,6.9383,Critical,Word,Unrelated,Left,incorrect
L2,L2_10,E,unresentful,1563,7.3544,Critical,Word,Constituent,Right,correct
L2,L2_10,E,readjustable,0,NA,Critical,Word,Constituent,Left,incorrect
L2,L2_10,E,unsharpness,973,6.8804,Critical,Word,NonConstituent,Left,incorrect
L2,L2_10,E,reusable,969,6.8763,Critical,Word,Unrelated,Left,correct
L2,L2_10,E,unclearness,986,6.8937,Critical,Word,NonConstituent,Left,correct
L2,L2_10,E,uncleverness,920,6.8244,Critical,Word,Unrelated,Left,incorrect
L2,L2_10,E,undeniable,1077,6.9819,Critical,Word,Constituent,Right,correct
L2,L2_10,E,unholiness,1147,7.0449,Critical,Word,NonConstituent,Left,incorrect
L2,L2_10,E,unreadable,926,6.8309,Critical,Word,Constituent,Right,correct
L2,L2_10,E,rehydratable,1608,7.3827,Critical,Word,NonConstituent,Left,correct
L2,L2_10,E,unskillful,1017,6.9246,Critical,Word,Unrelated,Right,correct
L2,L2_10,E,reattachable,1400,7.2442,Critical,Word,NonConstituent,Left,correct
L2,L2_10,E,unavoidable,822,6.7117000000000004,Critical,Word,Constituent,Right,correct
L2,L2_10,E,ungraceful,765,6.6399,Critical,Word,Unrelated,Right,correct
L2,L2_10,E,resealable,1004,6.9117,Critical,Word,Constituent,Left,incorrect
L2,L2_10,E,reobtainable,1321,7.1861,Critical,Word,Unrelated,Left,correct
L2,L2_11,F,reobtainable,1322,7.1869,Critical,Word,Constituent,Left,correct
L2,L2_11,F,unholiness,1107,7.0094,Critical,Word,Unrelated,Left,incorrect
L2,L2_11,F,unhappiness,900,6.8024,Critical,Word,NonConstituent,Left,correct
L2,L2_11,F,unripeness,1172,7.0665,Critical,Word,NonConstituent,Left,correct
L2,L2_11,F,unreadable,1048,6.9546,Critical,Word,Constituent,Right,correct
L2,L2_11,F,unkindness,417,6.0331,Critical,Word,Constituent,Left,correct
L2,L2_11,F,rehydratable,1048,6.9546,Critical,Word,Unrelated,Left,correct
L2,L2_11,F,unbreakable,662,6.4953,Critical,Word,Unrelated,Right,correct
L2,L2_11,F,reattachable,475,6.1633,Critical,Word,Unrelated,Left,correct
L2,L2_11,F,resealable,442,6.0913,Critical,Word,NonConstituent,Left,correct
L2,L2_11,F,readjustable,606,6.4069,Critical,Word,NonConstituent,Left,correct
L2,L2_11,F,unmovable,1513,7.3218,Critical,Word,Unrelated,Right,correct
L2,L2_11,F,unclearness,538,6.2879,Critical,Word,Unrelated,Left,correct
L2,L2_11,F,unskillful,732,6.5958,Critical,Word,Unrelated,Right,correct
L2,L2_11,F,reusable,556,6.3208,Critical,Word,Constituent,Left,correct
L2,L2_11,F,unresentful,533,6.2785,Critical,Word,Constituent,Right,correct
L2,L2_11,F,reclosable,658,6.4892,Critical,Word,Constituent,Left,correct
L2,L2_11,F,uncleverness,770,6.6464,Critical,Word,Constituent,Left,correct
L2,L2_11,F,unawareness,597,6.3919,Critical,Word,NonConstituent,Left,correct
L2,L2_11,F,undeniable,1009,6.9167,Critical,Word,Constituent,Right,correct
L2,L2_11,F,uneventful,894,6.7957,Critical,Word,Constituent,Right,correct
L2,L2_11,F,unwariness,970,6.8773,Critical,Word,Constituent,Left,correct
L2,L2_11,F,ungraceful,922,6.8265,Critical,Word,Unrelated,Right,correct
L2,L2_11,F,unthankful,635,6.4536,Critical,Word,Constituent,Right,correct
L2,L2_11,F,untruthful,861,6.7581,Critical,Word,Unrelated,Right,correct
L2,L2_11,F,unsharpness,766,6.6412,Critical,Word,Unrelated,Left,correct
L2,L2_11,F,resellable,1342,7.2019,Critical,Word,Unrelated,Left,incorrect
L2,L2_11,F,unavoidable,674,6.5132,Critical,Word,Constituent,Right,correct
L2,L2_11,F,recomputable,1149,7.0466,Critical,Word,NonConstituent,Left,correct
L2,L2_11,F,untouchable,823,6.713,Critical,Word,Unrelated,Right,correct
L2,L2_12,A,uneventful,521,6.2558,Critical,Word,Unrelated,Right,correct
L2,L2_12,A,unskillful,574,6.3526,Critical,Word,Constituent,Right,correct
L2,L2_12,A,unsharpness,535,6.2823,Critical,Word,Constituent,Left,correct
L2,L2_12,A,reattachable,561,6.3297,Critical,Word,Constituent,Left,correct
L2,L2_12,A,unbreakable,578,6.3596,Critical,Word,Constituent,Right,correct
L2,L2_12,A,untruthful,559,6.3261,Critical,Word,Constituent,Right,correct
L2,L2_12,A,unripeness,904,6.8068,Critical,Word,Unrelated,Left,correct
L2,L2_12,A,resealable,634,6.452,Critical,Word,Unrelated,Left,correct
L2,L2_12,A,unresentful,856,6.7523,Critical,Word,Unrelated,Right,correct
L2,L2_12,A,reusable,646,6.4708,Critical,Word,NonConstituent,Left,correct
L2,L2_12,A,undeniable,604,6.4036,Critical,Word,Unrelated,Right,correct
L2,L2_12,A,unwariness,448,6.1048,Critical,Word,NonConstituent,Left,incorrect
L2,L2_12,A,unkindness,591,6.3818,Critical,Word,NonConstituent,Left,correct
L2,L2_12,A,reobtainable,558,6.3244,Critical,Word,NonConstituent,Left,correct
L2,L2_12,A,ungraceful,615,6.4216,Critical,Word,Constituent,Right,correct
L2,L2_12,A,unholiness,585,6.3716,Critical,Word,Constituent,Left,incorrect
L2,L2_12,A,rehydratable,698,6.5482,Critical,Word,Constituent,Left,correct
L2,L2_12,A,reclosable,1324,7.1884,Critical,Word,NonConstituent,Left,correct
L2,L2_12,A,unmovable,694,6.5425,Critical,Word,Constituent,Right,correct
L2,L2_12,A,recomputable,797,6.6809,Critical,Word,Unrelated,Left,correct
L2,L2_12,A,resellable,710,6.5653,Critical,Word,Constituent,Left,correct
L2,L2_12,A,unclearness,672,6.5103,Critical,Word,Constituent,Left,correct
L2,L2_12,A,unthankful,915,6.8189,Critical,Word,Unrelated,Right,correct
L2,L2_12,A,uncleverness,1082,6.9866,Critical,Word,NonConstituent,Left,correct
L2,L2_12,A,unavoidable,579,6.3613,Critical,Word,Unrelated,Right,correct
L2,L2_12,A,untouchable,539,6.2897,Critical,Word,Constituent,Right,correct
L2,L2_12,A,unhappiness,593,6.3852,Critical,Word,Unrelated,Left,correct
L2,L2_12,A,readjustable,597,6.3919,Critical,Word,Unrelated,Left,incorrect
L2,L2_12,A,unawareness,762,6.6359,Critical,Word,Unrelated,Left,correct
L2,L2_12,A,unreadable,777,6.6554,Critical,Word,Unrelated,Right,correct
L2,L2_13,B,untouchable,971,6.8783,Critical,Word,Constituent,Right,correct
L2,L2_13,B,unholiness,1025,6.9324,Critical,Word,NonConstituent,Left,incorrect
L2,L2_13,B,unkindness,857,6.7534,Critical,Word,Unrelated,Left,correct
L2,L2_13,B,reusable,1446,7.2766,Critical,Word,Unrelated,Left,correct
L2,L2_13,B,ungraceful,1610,7.384,Critical,Word,Constituent,Right,correct
L2,L2_13,B,reobtainable,1521,7.3271,Critical,Word,Unrelated,Left,correct
L2,L2_13,B,uneventful,1175,7.069,Critical,Word,Unrelated,Right,incorrect
L2,L2_13,B,unthankful,1309,7.177,Critical,Word,Unrelated,Right,correct
L2,L2_13,B,rehydratable,1214,7.1017,Critical,Word,NonConstituent,Left,incorrect
L2,L2_13,B,unclearness,0,NA,Critical,Word,NonConstituent,Left,incorrect
L2,L2_13,B,reclosable,1613,7.3859,Critical,Word,Unrelated,Left,incorrect
L2,L2_13,B,recomputable,1523,7.3284,Critical,Word,Constituent,Left,correct
L2,L2_13,B,undeniable,1025,6.9324,Critical,Word,Unrelated,Right,correct
L2,L2_13,B,untruthful,1427,7.2633,Critical,Word,Constituent,Right,correct
L2,L2_13,B,unreadable,1245,7.1269,Critical,Word,Unrelated,Right,correct
L2,L2_13,B,readjustable,1033,6.9402,Critical,Word,Constituent,Left,correct
L2,L2_13,B,unresentful,1043,6.9499,Critical,Word,Unrelated,Right,correct
L2,L2_13,B,resellable,809,6.6958,Critical,Word,NonConstituent,Left,incorrect
L2,L2_13,B,unwariness,1373,7.2248,Critical,Word,Unrelated,Left,incorrect
L2,L2_13,B,unmovable,1052,6.9584,Critical,Word,Constituent,Right,correct
L2,L2_13,B,unskillful,839,6.7322,Critical,Word,Constituent,Right,correct
L2,L2_13,B,unbreakable,703,6.5554,Critical,Word,Constituent,Right,correct
L2,L2_13,B,unsharpness,1527,7.3311,Critical,Word,NonConstituent,Left,incorrect
L2,L2_13,B,unripeness,676,6.5162,Critical,Word,Constituent,Left,incorrect
L2,L2_13,B,uncleverness,1166,7.0613,Critical,Word,Unrelated,Left,correct
L2,L2_13,B,unhappiness,833,6.725,Critical,Word,Constituent,Left,correct
L2,L2_13,B,unavoidable,627,6.4409,Critical,Word,Unrelated,Right,correct
L2,L2_13,B,unawareness,1122,7.0229,Critical,Word,Constituent,Left,correct
L2,L2_13,B,reattachable,1250,7.1309,Critical,Word,NonConstituent,Left,correct
L2,L2_13,B,resealable,1251,7.1317,Critical,Word,Constituent,Left,correct
L2,L2_14,C,uneventful,1185,7.0775,Critical,Word,Unrelated,Right,correct
L2,L2_14,C,unhappiness,954,6.8607,Critical,Word,NonConstituent,Left,correct
L2,L2_14,C,ungraceful,1040,6.947,Critical,Word,Constituent,Right,correct
L2,L2_14,C,unripeness,1858,7.5273,Critical,Word,NonConstituent,Left,incorrect
L2,L2_14,C,unmovable,1734,7.4582,Critical,Word,Constituent,Right,correct
L2,L2_14,C,uncleverness,0,NA,Critical,Word,Constituent,Left,incorrect
L2,L2_14,C,unreadable,979,6.8865,Critical,Word,Unrelated,Right,correct
L2,L2_14,C,rehydratable,1170,7.0648,Critical,Word,Unrelated,Left,incorrect
L2,L2_14,C,unholiness,1661,7.4152,Critical,Word,Unrelated,Left,correct
L2,L2_14,C,reusable,787,6.6682,Critical,Word,Constituent,Left,correct
L2,L2_14,C,reclosable,1968,7.5848,Critical,Word,Constituent,Left,incorrect
L2,L2_14,C,unkindness,599,6.3953,Critical,Word,Constituent,Left,correct
L2,L2_14,C,unavoidable,844,6.7382,Critical,Word,Unrelated,Right,correct
L2,L2_14,C,undeniable,719,6.5779,Critical,Word,Unrelated,Right,correct
L2,L2_14,C,unbreakable,967,6.8742,Critical,Word,Constituent,Right,correct
L2,L2_14,C,unclearness,0,NA,Critical,Word,Unrelated,Left,incorrect
L2,L2_14,C,untouchable,892,6.7935,Critical,Word,Constituent,Right,correct
L2,L2_14,C,unsharpness,1774,7.481,Critical,Word,Unrelated,Left,correct
L2,L2_14,C,unresentful,1054,6.9603,Critical,Word,Unrelated,Right,correct
L2,L2_14,C,unawareness,785,6.6657,Critical,Word,NonConstituent,Left,correct
L2,L2_14,C,recomputable,1607,7.3821,Critical,Word,NonConstituent,Left,correct
L2,L2_14,C,unskillful,1150,7.0475,Critical,Word,Constituent,Right,correct
L2,L2_14,C,unwariness,1322,7.1869,Critical,Word,Constituent,Left,correct
L2,L2_14,C,readjustable,920,6.8244,Critical,Word,NonConstituent,Left,correct
L2,L2_14,C,untruthful,644,6.4677,Critical,Word,Constituent,Right,correct
L2,L2_14,C,resealable,1598,7.3765,Critical,Word,NonConstituent,Left,correct
L2,L2_14,C,reattachable,963,6.8701,Critical,Word,Unrelated,Left,correct
L2,L2_14,C,reobtainable,922,6.8265,Critical,Word,Constituent,Left,correct
L2,L2_14,C,resellable,1422,7.2598,Critical,Word,Unrelated,Left,correct
L2,L2_14,C,unthankful,975,6.8824,Critical,Word,Unrelated,Right,correct
L2,L2_16,E,unresentful,1023,6.9305,Critical,Word,Constituent,Right,incorrect
L2,L2_16,E,reobtainable,882,6.7822,Critical,Word,Unrelated,Left,incorrect
L2,L2_16,E,reusable,1138,7.037,Critical,Word,Unrelated,Left,correct
L2,L2_16,E,unbreakable,1023,6.9305,Critical,Word,Unrelated,Right,correct
L2,L2_16,E,untruthful,949,6.8554,Critical,Word,Unrelated,Right,correct
L2,L2_16,E,uneventful,1190,7.0817,Critical,Word,Constituent,Right,correct
L2,L2_16,E,unwariness,890,6.7912,Critical,Word,Unrelated,Left,incorrect
L2,L2_16,E,unhappiness,1346,7.2049,Critical,Word,Constituent,Left,correct
L2,L2_16,E,untouchable,1359,7.2145,Critical,Word,Unrelated,Right,correct
L2,L2_16,E,unclearness,1381,7.2306,Critical,Word,NonConstituent,Left,incorrect
L2,L2_16,E,reattachable,1110,7.0121,Critical,Word,NonConstituent,Left,incorrect
L2,L2_16,E,rehydratable,1491,7.3072,Critical,Word,NonConstituent,Left,correct
L2,L2_16,E,unreadable,1165,7.0605,Critical,Word,Constituent,Right,correct
L2,L2_16,E,resealable,1552,7.3473,Critical,Word,Constituent,Left,correct
L2,L2_16,E,unthankful,1311,7.1785,Critical,Word,Constituent,Right,incorrect
L2,L2_16,E,unripeness,1080,6.9847,Critical,Word,Constituent,Left,incorrect
L2,L2_16,E,resellable,1211,7.0992,Critical,Word,NonConstituent,Left,correct
L2,L2_16,E,reclosable,1370,7.2226,Critical,Word,Unrelated,Left,incorrect
L2,L2_16,E,unholiness,993,6.9007,Critical,Word,NonConstituent,Left,incorrect
L2,L2_16,E,unavoidable,1058,6.9641,Critical,Word,Constituent,Right,correct
L2,L2_16,E,unkindness,1435,7.2689,Critical,Word,Unrelated,Left,incorrect
L2,L2_16,E,undeniable,968,6.8752,Critical,Word,Constituent,Right,correct
L2,L2_16,E,unsharpness,1513,7.3218,Critical,Word,NonConstituent,Left,correct
L2,L2_16,E,unmovable,1162,7.0579,Critical,Word,Unrelated,Right,correct
L2,L2_16,E,unawareness,1193,7.0842,Critical,Word,Constituent,Left,correct
L2,L2_16,E,unskillful,1523,7.3284,Critical,Word,Unrelated,Right,incorrect
L2,L2_16,E,uncleverness,1825,7.5093,Critical,Word,Unrelated,Left,correct
L2,L2_16,E,recomputable,1389,7.2363,Critical,Word,Constituent,Left,correct
L2,L2_16,E,readjustable,1390,7.2371,Critical,Word,Constituent,Left,correct
L2,L2_16,E,ungraceful,1270,7.1468,Critical,Word,Unrelated,Right,correct
L2,L2_17,F,unripeness,1059,6.9651,Critical,Word,NonConstituent,Left,incorrect
L2,L2_17,F,unresentful,0,NA,Critical,Word,Constituent,Right,incorrect
L2,L2_17,F,reobtainable,1900,7.5496,Critical,Word,Constituent,Left,correct
L2,L2_17,F,unclearness,1423,7.2605,Critical,Word,Unrelated,Left,incorrect
L2,L2_17,F,unwariness,1518,7.3251,Critical,Word,Constituent,Left,correct
L2,L2_17,F,unavoidable,1178,7.0716,Critical,Word,Constituent,Right,correct
L2,L2_17,F,untruthful,1292,7.1639,Critical,Word,Unrelated,Right,correct
L2,L2_17,F,unholiness,984,6.8916,Critical,Word,Unrelated,Left,correct
L2,L2_17,F,reclosable,1252,7.1325,Critical,Word,Constituent,Left,correct
L2,L2_17,F,uncleverness,1599,7.3771,Critical,Word,Constituent,Left,correct
L2,L2_17,F,unreadable,967,6.8742,Critical,Word,Constituent,Right,correct
L2,L2_17,F,readjustable,1556,7.3499,Critical,Word,NonConstituent,Left,correct
L2,L2_17,F,ungraceful,1186,7.0783,Critical,Word,Unrelated,Right,correct
L2,L2_17,F,reattachable,1149,7.0466,Critical,Word,Unrelated,Left,correct
L2,L2_17,F,untouchable,1126,7.0264,Critical,Word,Unrelated,Right,correct
L2,L2_17,F,rehydratable,1310,7.1778,Critical,Word,Unrelated,Left,incorrect
L2,L2_17,F,recomputable,923,6.8276,Critical,Word,NonConstituent,Left,correct
L2,L2_17,F,resellable,1670,7.4206,Critical,Word,Unrelated,Left,correct
L2,L2_17,F,unhappiness,966,6.8732,Critical,Word,NonConstituent,Left,correct
L2,L2_17,F,unmovable,1191,7.0825,Critical,Word,Unrelated,Right,correct
L2,L2_17,F,unkindness,1248,7.1293,Critical,Word,Constituent,Left,correct
L2,L2_17,F,unthankful,1322,7.1869,Critical,Word,Constituent,Right,correct
L2,L2_17,F,reusable,816,6.7044,Critical,Word,Constituent,Left,correct
L2,L2_17,F,unawareness,1175,7.069,Critical,Word,NonConstituent,Left,correct
L2,L2_17,F,uneventful,1027,6.9344,Critical,Word,Constituent,Right,correct
L2,L2_17,F,unsharpness,1771,7.4793,Critical,Word,Unrelated,Left,incorrect
L2,L2_17,F,unbreakable,929,6.8341,Critical,Word,Unrelated,Right,correct
L2,L2_17,F,undeniable,1140,7.0388,Critical,Word,Constituent,Right,correct
L2,L2_17,F,resealable,1427,7.2633,Critical,Word,NonConstituent,Left,correct
L2,L2_17,F,unskillful,1566,7.3563,Critical,Word,Unrelated,Right,correct
L2,L2_18,A,unholiness,1673,7.4224,Critical,Word,Constituent,Left,incorrect
L2,L2_18,A,untruthful,1125,7.0255,Critical,Word,Constituent,Right,correct
L2,L2_18,A,resellable,798,6.6821,Critical,Word,Constituent,Left,incorrect
L2,L2_18,A,unthankful,488,6.1903,Critical,Word,Unrelated,Right,correct
L2,L2_18,A,unawareness,765,6.6399,Critical,Word,Unrelated,Left,correct
L2,L2_18,A,reattachable,859,6.7558,Critical,Word,Constituent,Left,correct
L2,L2_18,A,unclearness,705,6.5582,Critical,Word,Constituent,Left,correct
L2,L2_18,A,rehydratable,791,6.6733,Critical,Word,Constituent,Left,incorrect
L2,L2_18,A,readjustable,756,6.628,Critical,Word,Unrelated,Left,correct
L2,L2_18,A,untouchable,776,6.6542,Critical,Word,Constituent,Right,correct
L2,L2_18,A,unkindness,687,6.5323,Critical,Word,NonConstituent,Left,correct
L2,L2_18,A,unresentful,770,6.6464,Critical,Word,Unrelated,Right,correct
L2,L2_18,A,unbreakable,723,6.5834,Critical,Word,Constituent,Right,correct
L2,L2_18,A,uneventful,916,6.82,Critical,Word,Unrelated,Right,correct
L2,L2_18,A,ungraceful,738,6.6039,Critical,Word,Constituent,Right,correct
L2,L2_18,A,unsharpness,995,6.9027,Critical,Word,Constituent,Left,correct
L2,L2_18,A,reusable,907,6.8101,Critical,Word,NonConstituent,Left,correct
L2,L2_18,A,unmovable,737,6.6026,Critical,Word,Constituent,Right,correct
